Tab;SIGNAL NAME;TEST_VALERE;"PORT ADDRESS 
(in decimal)";"OFFSET 
(number of bits, in decimal)";SIZE ;"TYPE 
(integer, float, boolean)";"Signed/
Unsigned";Sender;Receiver;Description;Type;Test 6 mai 2021;Fait;Configuration V1;Type de message V1;Fréquence pour logger;Testé via;Valeur en permanence sur MVB;Valeurs furtives sur MVB
DDU;DD_CIOS46;;0x120;46;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS46;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS47;;0x120;47;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS47;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS48;;0x120;48;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS48;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS49;;0x120;49;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS49;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS50;;0x120;50;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS50;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS51;;0x120;51;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS51;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS52;;0x120;52;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS52;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS53;;0x120;53;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS53;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS54;;0x120;54;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS54;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS55;;0x120;55;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS55;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS56;;0x120;56;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS56;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS57;;0x120;57;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS57;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS58;;0x120;58;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS58;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS59;;0x120;59;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS59;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS60;;0x120;60;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS60;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS61;;0x120;61;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS61;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS62;;0x120;62;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS62;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS63;;0x120;63;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS63;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS64;;0x120;64;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS64;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS65;;0x120;65;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS65;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS66;;0x120;66;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS66;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS67;;0x120;67;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS67;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS68;;0x120;68;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS68;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS69;;0x120;69;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS69;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS70;;0x120;70;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS70;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS71;;0x120;71;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS71;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS72;;0x120;72;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS72;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS73;;0x120;73;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS73;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS74;;0x120;74;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS74;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS75;;0x120;75;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS75;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS76;;0x120;76;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS76;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS77;;0x120;77;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS77;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS78;;0x120;78;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS78;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS79;;0x120;79;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS79;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS80;;0x120;80;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS80;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS81;;0x120;81;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS81;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS82;;0x120;82;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS82;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS83;;0x120;83;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS83;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS84;;0x120;84;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS84;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS85;;0x120;85;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS85;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS86;;0x120;86;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS86;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS87;;0x120;87;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS87;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS88;;0x120;88;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS88;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS89;;0x120;89;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS89;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS90;;0x120;90;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS90;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS91;;0x120;91;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS91;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS92;;0x120;92;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS92;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS93;;0x120;93;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS93;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS94;;0x120;94;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS94;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS95;;0x120;95;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS95;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS96;;0x120;96;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS96;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS97;;0x120;97;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS97;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS98;;0x120;98;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS98;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS99;;0x120;99;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS99;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS100;;0x120;100;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS100;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS101;;0x120;101;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS101;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS102;;0x120;102;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS102;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS103;;0x120;103;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS103;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS104;;0x120;104;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS104;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS105;;0x120;105;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS105;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS106;;0x120;106;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS106;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS107;;0x120;107;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS107;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS108;;0x120;108;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS108;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS109;;0x120;109;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS109;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS110;;0x120;110;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS110;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS111;;0x120;111;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS111;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS112;;0x120;112;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS112;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS113;;0x120;113;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS113;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS114;;0x120;114;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS114;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS115;;0x120;115;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS115;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS116;;0x120;116;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS116;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS117;;0x120;117;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS117;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS118;;0x120;118;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS118;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS119;;0x120;119;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS119;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS120;;0x120;120;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS120;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS121;;0x120;121;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS121;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS122;;0x120;122;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS122;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS123;;0x120;123;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS123;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS124;;0x120;124;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS124;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS125;;0x120;125;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS125;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS126;;0x120;126;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS126;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS127;;0x120;127;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS127;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS128;;0x120;128;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS128;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS129;;0x120;129;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS129;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS130;;0x120;130;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS130;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS131;;0x120;131;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS131;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS132;;0x120;132;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS132;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS133;;0x120;133;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS133;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS134;;0x120;134;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS134;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS135;;0x120;135;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS135;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS136;;0x120;136;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS136;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS137;;0x120;137;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS137;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS138;;0x120;138;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS138;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS139;;0x120;139;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS139;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS140;;0x120;140;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS140;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS141;;0x120;141;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS141;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS142;;0x120;142;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS142;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS143;;0x120;143;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS143;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS144;;0x120;144;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS144;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS145;;0x120;145;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS145;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS146;;0x120;146;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS146;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS147;;0x120;147;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS147;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS148;;0x120;148;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS148;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS149;;0x120;149;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS149;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS150;;0x120;150;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS150;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS151;;0x120;151;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS151;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS152;;0x120;152;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS152;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS153;;0x120;153;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS153;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS154;;0x120;154;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS154;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS155;;0x120;155;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS155;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS156;;0x120;156;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS156;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS157;;0x120;157;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS157;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS158;;0x120;158;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS158;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS159;;0x120;159;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS159;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS160;;0x120;160;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS160;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS161;;0x120;161;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS161;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS162;;0x120;162;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS162;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS163;;0x120;163;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS163;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS164;;0x120;164;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS164;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS165;;0x120;165;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS165;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS166;;0x120;166;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS166;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS167;;0x120;167;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS167;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS168;;0x120;168;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS168;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS169;;0x120;169;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS169;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS170;;0x120;170;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS170;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS171;;0x120;171;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS171;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS172;;0x120;172;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS172;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS173;;0x120;173;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS173;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS174;;0x120;174;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS174;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS175;;0x120;175;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS175;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS176;;0x120;176;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS176;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS177;;0x120;177;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS177;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS178;;0x120;178;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS178;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS179;;0x120;179;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS179;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS180;;0x120;180;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS180;Alarme;Y;X;Y;mre_alert;;;Y;
DDU;DD_CIOS181;;0x120;181;1;BOOL;BOOLEAN1;orgmpu;orgdd11,orgdd21,orgdd12,orgdd22,orggtw;IOS181;Alarme;Y;X;Y;mre_alert;;;Y;
